0 316 TERRESTRE 0.29075088402000654 -73.21949520969076 -38.01055384772473 1 -1 1 2016-12-30T21:33 2016-12-30T21:16 2016-12-30T22:54 2016-12-31T00:28 2016-12-30T22:06
1 712 TERRESTRE 3.7020677077573914 -72.63679393187564 -38.992616063689056 1 -1 1 2016-12-30T21:33 2016-12-30T22:04 2016-12-30T23:15 2016-12-31T00:49 2016-12-30T22:05
2 215 TERRESTRE 1.9582426517732499 -72.20643821059261 -35.623052610972216 1 -1 1 2016-12-30T23:28 2016-12-30T23:30 2016-12-30T22:50 2016-12-30T21:19 2016-12-31T00:10
3 Z-3 CISTERNAAEREA 1.4737044369563062 -72.42393942587 -37.393609175074175 1 -1 1 2016-12-30T19:27 2016-12-30T19:26 2016-12-30T19:31 2016-12-30T19:39 2016-12-30T19:30
4 314 HELITRANSPORTADA 1.159992736068068 -72.42310614377139 -37.392220280988994 1 -1 1 2016-12-30T19:29 2016-12-30T19:31 2016-12-30T19:38 2016-12-30T19:47 2016-12-30T19:33
5 313 CISTERNA 2.7735455039908037 -72.42310614377139 -37.392220280988994 1 -1 1 2016-12-30T20:06 2016-12-30T20:09 2016-12-30T21:04 2016-12-30T22:38 2016-12-30T20:49
6 413 TERRESTRE 4.270652637880311 -72.49661044770887 -37.15008355747122 1 -1 1 2016-12-30T20:27 2016-12-30T20:30 2016-12-30T20:45 2016-12-30T22:18 2016-12-30T21:10
7 312 TERRESTRE 0.06890652899807742 -73.05616198813235 -36.904997857001455 1 -1 1 2016-12-30T21:46 2016-12-30T20:49 2016-12-30T21:38 2016-12-30T22:49 2016-12-30T22:29
8 517 HELITRANSPORTADA 2.3990921340502793 -72.73838406720965 -37.793609433977274 1 -1 1 2016-12-30T19:40 2016-12-30T19:19 2016-12-30T19:49 2016-12-30T19:58 2016-12-30T19:41
9 511 CISTERNA 3.9121139519314063 -72.73838406720965 -37.793609433977274 1 -1 1 2016-12-30T20:36 2016-12-30T20:16 2016-12-30T21:55 2016-12-30T23:29 2016-12-30T21:09
10 Z-4 CISTERNAAEREA 0.6026763998682336 -72.3250808626428 -35.87715872895047 1 -1 1 2016-12-30T19:33 2016-12-30T19:34 2016-12-30T19:34 2016-12-30T19:35 2016-12-30T19:35
11 612 HELITRANSPORTADA 0.7313342433735008 -72.41893931363812 -37.94166502251093 1 -1 1 2016-12-30T19:31 2016-12-30T19:29 2016-12-30T19:39 2016-12-30T19:50 2016-12-30T19:30
12 614 TERRESTRE 0.30080077236684266 -72.41893931363812 -37.94166502251093 1 -1 1 2016-12-30T20:05 2016-12-30T20:33 2016-12-30T21:47 2016-12-30T23:21 2016-12-30T20:37
13 611 CISTERNA 0.35506933313988587 -72.41893931363812 -37.94166502251093 1 -1 1 2016-12-30T20:05 2016-12-30T20:33 2016-12-30T21:47 2016-12-30T23:21 2016-12-30T20:37
14 212 HELITRANSPORTADA 0.249709970784868 -71.98062679258524 -35.62360879227027 1 -1 1 2016-12-30T19:40 2016-12-30T19:50 2016-12-30T19:30 2016-12-30T19:25 2016-12-30T19:40
15 211 CISTERNA 0.12525565465050256 -71.98062679258524 -35.62360879227027 1 -1 1 2016-12-30T22:58 2016-12-30T23:00 2016-12-30T22:19 2016-12-30T20:37 2016-12-30T23:40
16 219 MECANIZADA 0.12211992326071132 -71.98062679258524 -35.62360879227027 1 -1 1 2016-12-30T22:58 2016-12-30T23:00 2016-12-30T22:19 2016-12-30T20:37 2016-12-30T23:40
17 Z-5 CISTERNAAEREA 1.8937182521291227 -72.68643948191286 -37.79638710806515 1 -1 1 2016-12-30T19:36 2016-12-30T19:20 2016-12-30T19:40 2016-12-30T19:46 2016-12-30T19:36
18 Z-6 CISTERNAAEREA 2.2169834120953626 -72.68643948191286 -37.79638710806515 1 -1 1 2016-12-30T19:32 2016-12-30T19:20 2016-12-30T19:42 2016-12-30T19:47 2016-12-30T19:33
