0 REC1INC1 TERRESTRE 0.0 -71.835 -37.155 0 0 0 2017-02-14T17:10:00 2017-02-14T17:40:00 2017-02-14T17:40:00 2017-02-14T17:50:00
1 REC2INC1 TERRESTRE 0.0 -71.8354 -37.1558 0 0 0 2017-02-14T17:15:00 2017-02-14T17:50:00 2017-02-14T17:34:00 2017-02-14T17:40:00
2 REC3INC1 TERRESTRE 0.0 -71.8358 -37.1554 0 -1 0 2017-02-14T17:50:00 2017-02-14T17:40:00 2017-02-14T17:40:00 2017-02-14T17:40:00
3 REC1INC3 TERRESTRE 0.0 -71.635 -37.1055 0 -1 0 2017-02-14T17:30:00 2017-02-14T18:40:00 2017-02-14T18:30:00 2017-02-14T17:50:00
4 REC2INC3 TERRESTRE 0.0 -71.6354 -37.1054 0 -1 0 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00
5 REC3INC3 TERRESTRE 0.0 -71.6358 -37.1058 0 -1 0 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00
6 REC1INC2 TERRESTRE 0.0 -71.8651 -37.7551 0 -1 0 2017-02-14T17:50:00 2017-02-14T17:50:00 2017-02-14T17:50:00 2017-02-14T17:50:00
7 REC2INC2 TERRESTRE 0.0 -71.8653 -37.7553 0 -1 0 2017-02-14T17:50:00 2017-02-14T17:50:00 2017-02-14T17:50:00 2017-02-14T17:50:00
8 REC3INC2 TERRESTRE 0.0 -71.8655 -37.7555 0 -1 0 2017-02-14T17:50:00 2017-02-14T17:50:00 2017-02-14T17:50:00 2017-02-14T17:50:00
9 REC4INC2 TERRESTRE 0.0 -71.8657 -37.7557 0 -1 0 2017-02-14T17:50:00 2017-02-14T17:50:00 2017-02-14T17:50:00 2017-02-14T17:50:00
10 REC5INC2 TERRESTRE 0.0 -71.8659 -37.7559 0 -1 0 2017-02-14T17:50:00 2017-02-14T17:50:00 2017-02-14T17:50:00 2017-02-14T17:50:00
11 REC6INC2 TERRESTRE 0.0 -71.8661 -37.7561 0 -1 0 2017-02-14T17:50:00 2017-02-14T17:50:00 2017-02-14T17:50:00 2017-02-14T17:50:00
12 REC1INC4 TERRESTRE 0.0 -71.765 -37.755 0 -1 0 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00
13 REC2INC4 TERRESTRE 0.0 -71.7652 -37.7552 0 -1 0 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00
14 REC3INC4 TERRESTRE 0.0 -71.7654 -37.7554 0 -1 0 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00
15 REC4INC4 TERRESTRE 0.0 -71.7656 -37.7556 0 -1 0 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00
16 REC5INC4 TERRESTRE 0.0 -71.7658 -37.7558 0 -1 0 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00
17 REC6INC4 TERRESTRE 0.0 -71.766 -37.756 0 -1 0 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00 2017-02-14T17:30:00
